RESULT	ESgeno	1	5	-11036.2297321	['S','V','Y']	[3.02561240e+00 4.10639447e+00 1.69723106e+00 9.30681734e-12 1.11910052e-01]	1996.26215012 
RESULT	ESgeno	2	5	-11036.2303767	['S','V','Y']	[3.02654931e+00 4.10789468e+00 1.69701354e+00 1.86364896e-13 1.11912234e-01]	1996.22130217 
RESULT	ESgeno	3	5	-11036.2293001	['S','V','Y']	[3.02467360e+00 4.10465358e+00 1.69747637e+00 1.57991132e-12 1.11907120e-01]	1996.30655982 
RESULT	ESgeno	4	5	-11036.2296466	['S','V','Y']	[3.02546239e+00 4.10612766e+00 1.69726900e+00 7.64674409e-12 1.11909639e-01]	1996.26896376 
RESULT	ESgeno	5	5	-11036.6382152	['S','V','Y']	[3.06810733e+00 4.16243696e+00 1.73278440e+00 1.29605140e-15 1.13477777e-01]	1981.62146456 
RESULT	ESgeno	1	5	-7713.53606756	['S','V','Y']	[3.59097656e+00 4.26720928e+00 1.73397053e+00 1.48795149e-11 1.26460439e-01]	3290.92057187 
RESULT	ESgeno	2	5	-7713.44064983	['S','V','Y']	[3.57618183e+00 4.25130140e+00 1.72668570e+00 2.83229488e-10 1.26126861e-01]	3295.08084229 
RESULT	ESgeno	3	5	-7713.46585821	['S','V','Y']	[3.58176744e+00 4.25821320e+00 1.72870608e+00 1.16390254e-11 1.26233949e-01]	3293.7073732 
RESULT	ESgeno	4	5	-7713.4441271	['S','V','Y']	[3.57824791e+00 4.25480210e+00 1.72669451e+00 2.18717121e-14 1.26147368e-01]	3294.77344427 
RESULT	ESgeno	5	5	-7713.37153571	['S','V','Y']	[3.55384760e+00 4.23120794e+00 1.71225218e+00 3.63367852e-13 1.25530408e-01]	3302.36750768 
RESULT	ESm.2geno	1	6	-7626.26224673	['S','V','Y']	[3.00662318e+00 5.30696448e+00 1.53885510e+00 5.55689318e-11 1.40295612e-01 9.08508538e-01]	3201.05028528 
RESULT	ESm.2geno	2	6	-7674.3250806	['S','V','Y']	[3.02941707e+00 8.60998535e+00 1.54613461e+00 2.97504575e-13 1.49420955e-01 1.03178963e+00]	3095.9274575 
RESULT	ESm.2geno	3	6	-7643.86410622	['S','V','Y']	[3.35480035 5.30845326 1.22707719 0.0655785 0.10685291 1.50563756]	3010.58242266 
RESULT	ESm.2geno	4	6	-7642.36855424	['S','V','Y']	[3.43500323 5.3484981 1.17048612 0.07910057 0.10168868 1.68625737]	2964.52956914 
RESULT	ESm.2geno	5	6	-7641.50551289	['S','V','Y']	[3.48923119 5.39016152 1.07608216 0.09611481 0.09382979 1.92746193]	2922.47530626 
RESULT	ESm.3geno	1	6	-7664.83482979	['S','V','Y']	[4.15143778e+00 3.74197837e+00 1.59860666e+00 3.66502108e-12 1.37113074e-01 6.52466941e-01]	3217.09060323 
RESULT	ESm.3geno	2	6	-7664.86289081	['S','V','Y']	[4.13484283e+00 3.74314989e+00 1.59995759e+00 1.90326048e-12 1.36889622e-01 6.56061033e-01]	3219.05418075 
RESULT	ESm.3geno	3	6	-7664.85943305	['S','V','Y']	[4.13596338e+00 3.74348596e+00 1.60018184e+00 1.19971390e-12 1.36908780e-01 6.56088441e-01]	3218.84806045 
RESULT	ESm.3geno	4	6	-7664.99927151	['S','V','Y']	[4.10024684e+00 3.74434778e+00 1.59846658e+00 2.42278653e-12 1.36354099e-01 6.49272628e-01]	3224.13348131 
RESULT	ESm.3geno	5	6	-7664.92960382	['S','V','Y']	[4.12820938e+00 3.72146211e+00 1.58937612e+00 4.08898732e-12 1.36670270e-01 6.65801306e-01]	3222.57225272 
RESULT	ESm12.2geno	1	7	-6026.33462541	['S','V','Y']	[4.14347628 5.39899093 2.11707008 1.06329993 0.14138268 19.99999758 0.16730248]	1303.50015882 
RESULT	ESm12.2geno	2	7	-6026.62177873	['S','V','Y']	[4.06595286 5.35060923 2.07201571 1.04164514 0.13949753 20. 0.1871266]	1322.90317371 
RESULT	ESm12.2geno	3	7	-6026.3840238	['S','V','Y']	[4.17864028 5.35220561 2.12984234 1.06609718 0.14052906 20. 0.14149962]	1302.12549753 
RESULT	ESm12.2geno	4	7	-6038.72056959	['S','V','Y']	[4.36444177 5.71452749 2.3595983 1.08748723 0.16285093 20. 0.24026515]	1247.16395038 
RESULT	ESm12.2geno	5	7	-6084.80575023	['S','V','Y']	[5.5473756 7.11035035 3.04792751 1.78956383 0.20193333 19.75153413 0.06726664]	919.22888892 
RESULT	ESm12.3geno	1	7	-6029.36230987	['S','V','Y']	[4.27512053e+00 5.27236328e+00 2.17009750e+00 1.07871201e+00 1.38955924e-01 2.00000000e+01 6.29862606e-12]	1293.74582775 
RESULT	ESm12.3geno	2	7	-6029.91551974	['S','V','Y']	[4.30976969e+00 5.35060165e+00 2.15841897e+00 1.11264901e+00 1.39367823e-01 2.00000000e+01 5.54489139e-12]	1274.02416496 
RESULT	ESm12.3geno	3	7	-6029.37247634	['S','V','Y']	[4.27253496e+00 5.26457699e+00 2.17167159e+00 1.07870924e+00 1.39040417e-01 2.00000000e+01 3.76096686e-12]	1294.1547286 
RESULT	ESm12.3geno	4	7	-6029.47428194	['S','V','Y']	[4.31003104e+00 5.30344450e+00 2.19601084e+00 1.08219045e+00 1.40715868e-01 2.00000000e+01 4.72214857e-12]	1286.92220573 
RESULT	ESm12.3geno	5	7	-6029.54774569	['S','V','Y']	[4.32092488e+00 5.34184252e+00 2.18473939e+00 1.10008054e+00 1.41028771e-01 2.00000000e+01 5.87564503e-12]	1277.19041799 
RESULT	ESm122.2geno	1	8	-5522.34541756	['S','V','Y']	[1.88444171e+00 5.47462930e+00 3.74581524e+00 1.18181103e+00 3.92303215e-01 3.10973695e-04 3.93423028e+00 1.09351984e+00]	1267.04613283 
RESULT	ESm122.2geno	2	8	-5521.82763148	['S','V','Y']	[1.83712532e+00 5.45239977e+00 3.62752214e+00 1.14520294e+00 3.85301104e-01 2.06409326e-03 4.05334778e+00 1.13835578e+00]	1290.52283452 
